?cls	?xref
<http://purl.obolibrary.org/obo/ZFA_0009402>	"CL:1000147"
<http://purl.obolibrary.org/obo/ZFA_0000437>	"TAO:0002121"
<http://purl.obolibrary.org/obo/ZFA_0001447>	"TAO:0001447"
<http://purl.obolibrary.org/obo/ZFA_0000910>	"TAO:0000910"
<http://purl.obolibrary.org/obo/ZFA_0009001>	"CL:0000006"
<http://purl.obolibrary.org/obo/ZFA_0009001>	"TAO:0009001"
<http://purl.obolibrary.org/obo/ZFA_0005277>	"TAO:0005277"
<http://purl.obolibrary.org/obo/ZFA_0005563>	"TAO:0002289"
<http://purl.obolibrary.org/obo/ZFA_0007014>	"TAO:0007014"
<http://purl.obolibrary.org/obo/ZFA_0000265>	"TAO:0000265"
<http://purl.obolibrary.org/obo/ZFA_0000279>	"TAO:0000279"
<http://purl.obolibrary.org/obo/ZFA_0005139>	"TAO:0005139"
<http://purl.obolibrary.org/obo/ZFA_0000980>	"TAO:0000980"
<http://purl.obolibrary.org/obo/ZFA_0009305>	"CL:0000708"
<http://purl.obolibrary.org/obo/ZFA_0009305>	"TAO:0009305"
<http://purl.obolibrary.org/obo/ZFA_0001601>	"TAO:0001553"
<http://purl.obolibrary.org/obo/ZFA_0000389>	"TAO:0000389"
<http://purl.obolibrary.org/obo/ZFA_0000564>	"TAO:0000564"
<http://purl.obolibrary.org/obo/ZFA_0001400>	"TAO:0001400"
<http://purl.obolibrary.org/obo/ZFA_0001595>	"TAO:0000336"
<http://purl.obolibrary.org/obo/ZFA_0005007>	"TAO:0005007"
<http://purl.obolibrary.org/obo/ZFA_0001338>	"TAO:0001338"
<http://purl.obolibrary.org/obo/ZFA_0009222>	"CL:0000495"
<http://purl.obolibrary.org/obo/ZFA_0009222>	"TAO:0009222"
<http://purl.obolibrary.org/obo/ZFA_0001609>	"TAO:0001601"
<http://purl.obolibrary.org/obo/ZFA_0001392>	"TAO:0001392"
<http://purl.obolibrary.org/obo/ZFA_0001267>	"TAO:0001267"
<http://purl.obolibrary.org/obo/ZFA_0000730>	"TAO:0000730"
<http://purl.obolibrary.org/obo/ZFA_0001408>	"TAO:0001408"
<http://purl.obolibrary.org/obo/ZFA_0000668>	"TAO:0000668"
<http://purl.obolibrary.org/obo/ZFA_0001064>	"TAO:0001064"
<http://purl.obolibrary.org/obo/ZFA_0000105>	"TAO:0000105"
<http://purl.obolibrary.org/obo/ZFA_0000993>	"TAO:0000993"
<http://purl.obolibrary.org/obo/ZFS_0000044>	"ZFIN:ZDB-TERM-100331-2474"
<http://purl.obolibrary.org/obo/ZFS_0000044>	"ZFIN:ZDB-STAGE-010723-39"
<http://purl.obolibrary.org/obo/ZFA_0000738>	"TAO:0000738"
<http://purl.obolibrary.org/obo/ZFA_0009125>	"TAO:0009125"
<http://purl.obolibrary.org/obo/ZFA_0009125>	"CL:0000207"
<http://purl.obolibrary.org/obo/ZFA_0000368>	"TAO:0000368"
<http://purl.obolibrary.org/obo/ZFA_0005069>	"TAO:0005069"
<http://purl.obolibrary.org/obo/ZFA_0001220>	"TAO:0001220"
<http://purl.obolibrary.org/obo/ZFA_0009235>	"CL:0000514"
<http://purl.obolibrary.org/obo/ZFA_0009235>	"TAO:0009235"
<http://purl.obolibrary.org/obo/ZFA_0005536>	"TAO:0001738"
<http://purl.obolibrary.org/obo/ZFA_0001158>	"TAO:0001158"
<http://purl.obolibrary.org/obo/ZFA_0000951>	"TAO:0000951"
<http://purl.obolibrary.org/obo/ZFA_0000008>	"TAO:0000008"
<http://purl.obolibrary.org/obo/ZFA_0001503>	"TAO:0001503"
<http://purl.obolibrary.org/obo/ZFA_0009337>	"CL:0000799"
<http://purl.obolibrary.org/obo/ZFA_0009337>	"TAO:0009337"
<http://purl.obolibrary.org/obo/ZFA_0000889>	"TAO:0000889"
<http://purl.obolibrary.org/obo/ZFA_0000723>	"TAO:0000723"
<http://purl.obolibrary.org/obo/ZFA_0000550>	"TAO:0000550"
<http://purl.obolibrary.org/obo/ZFA_0000062>	"TAO:0000062"
<http://purl.obolibrary.org/obo/ZFA_0005631>	"TAO:0005268"
<http://purl.obolibrary.org/obo/ZFA_0000118>	"TAO:0000118"
<http://purl.obolibrary.org/obo/ZFA_0007055>	"TAO:0007055"
<http://purl.obolibrary.org/obo/ZFA_0005388>	"TAO:0001743"
<http://purl.obolibrary.org/obo/ZFA_0000833>	"TAO:0000833"
<http://purl.obolibrary.org/obo/ZFA_0000959>	"TAO:0000959"
<http://purl.obolibrary.org/obo/ZFA_0000172>	"TAO:0000172"
<http://purl.obolibrary.org/obo/ZFA_0005498>	"TAO:0001849"
<http://purl.obolibrary.org/obo/ZFA_0005022>	"TAO:0005022"
<http://purl.obolibrary.org/obo/ZFA_0001656>	"TAO:0002224"
<http://purl.obolibrary.org/obo/ZFA_0001170>	"TAO:0001170"
<http://purl.obolibrary.org/obo/ZFA_0000250>	"TAO:0000250"
<http://purl.obolibrary.org/obo/ZFA_0000188>	"TAO:0000188"
<http://purl.obolibrary.org/obo/ZFA_0005830>	"CL:0000988"
<http://purl.obolibrary.org/obo/ZFA_0001213>	"TAO:0001213"
<http://purl.obolibrary.org/obo/ZFA_0009228>	"TAO:0009228"
<http://purl.obolibrary.org/obo/ZFA_0009228>	"CL:0000502"
<http://purl.obolibrary.org/obo/ZFA_0001580>	"TAO:0001580"
<http://purl.obolibrary.org/obo/ZFA_0000944>	"TAO:0000944"
<http://purl.obolibrary.org/obo/ZFA_0000771>	"TAO:0000771"
<http://purl.obolibrary.org/obo/ZFA_0009157>	"TAO:0009157"
<http://purl.obolibrary.org/obo/ZFA_0009157>	"CL:0000311"
<http://purl.obolibrary.org/obo/ZFA_0001323>	"TAO:0001323"
<http://purl.obolibrary.org/obo/ZFA_0000354>	"TAO:0000354"
<http://purl.obolibrary.org/obo/ZFA_0000785>	"TAO:0000785"
<http://purl.obolibrary.org/obo/ZFA_0005451>	"TAO:0001814"
<http://purl.obolibrary.org/obo/ZFA_0001559>	"TAO:0001559"
<http://purl.obolibrary.org/obo/ZFA_0000393>	"TAO:0000393"
<http://purl.obolibrary.org/obo/ZFA_0001073>	"TAO:0001073"
<http://purl.obolibrary.org/obo/ZFA_0007048>	"TAO:0007048"
<http://purl.obolibrary.org/obo/ZFA_0005744>	"CL:0007007"
<http://purl.obolibrary.org/obo/ZFA_0000804>	"TAO:0000804"
<http://purl.obolibrary.org/obo/ZFA_0000653>	"TAO:0000653"
<http://purl.obolibrary.org/obo/ZFA_0001183>	"TAO:0001183"
<http://purl.obolibrary.org/obo/ZFA_0001691>	"TAO:0002182"
<http://purl.obolibrary.org/obo/ZFA_0001691>	"CL:0001031"
<http://purl.obolibrary.org/obo/ZFA_0001285>	"TAO:0001285"
<http://purl.obolibrary.org/obo/ZFA_0000501>	"TAO:0000501"
<http://purl.obolibrary.org/obo/ZFA_0001617>	"TAO:0001621"
<http://purl.obolibrary.org/obo/ZFA_0000481>	"TAO:0000481"
<http://purl.obolibrary.org/obo/ZFA_0009110>	"TAO:0009110"
<http://purl.obolibrary.org/obo/ZFA_0009110>	"CL:0000180"
<http://purl.obolibrary.org/obo/ZFA_0000049>	"TAO:0000049"
<http://purl.obolibrary.org/obo/ZFA_0000495>	"TAO:0000495"
<http://purl.obolibrary.org/obo/ZFA_0000296>	"TAO:0000296"
<http://purl.obolibrary.org/obo/ZFA_0009048>	"CL:0000094"
<http://purl.obolibrary.org/obo/ZFA_0009048>	"TAO:0009048"
<http://purl.obolibrary.org/obo/ZFA_0000611>	"TAO:0000611"
<http://purl.obolibrary.org/obo/ZFS_0000008>	"ZFIN:ZDB-TERM-100331-2438"
<http://purl.obolibrary.org/obo/ZFS_0000008>	"ZFIN:ZDB-STAGE-010723-7"
<http://purl.obolibrary.org/obo/ZFA_0005161>	"TAO:0005161"
<http://purl.obolibrary.org/obo/ZFA_0005647>	"VSAO:0000073"
<http://purl.obolibrary.org/obo/ZFA_0000764>	"TAO:0000764"
<http://purl.obolibrary.org/obo/ZFA_0000591>	"TAO:0000591"
<http://purl.obolibrary.org/obo/ZFA_0000159>	"TAO:0000159"
<http://purl.obolibrary.org/obo/ZFA_0000509>	"TAO:0000509"
<http://purl.obolibrary.org/obo/ZFA_0001441>	"TAO:0001441"
<http://purl.obolibrary.org/obo/ZFA_0009143>	"CL:0000239"
<http://purl.obolibrary.org/obo/ZFA_0009143>	"TAO:0009143"
<http://purl.obolibrary.org/obo/ZFA_0005444>	"TAO:0001617"
<http://purl.obolibrary.org/obo/ZFA_0005271>	"TAO:0005271"
<http://purl.obolibrary.org/obo/ZFA_0000874>	"TAO:0000874"
<http://purl.obolibrary.org/obo/ZFA_0001379>	"TAO:0001379"
<http://purl.obolibrary.org/obo/ZFA_0009214>	"TAO:0009214"
<http://purl.obolibrary.org/obo/ZFA_0009214>	"CL:0000459"
<http://purl.obolibrary.org/obo/ZFA_0001710>	"TAO:0002210"
<http://purl.obolibrary.org/obo/ZFA_0000619>	"TAO:0000619"
<http://purl.obolibrary.org/obo/ZFA_0001648>	"TAO:0002173"
<http://purl.obolibrary.org/obo/ZFA_0001724>	"TAO:0002233"
<http://purl.obolibrary.org/obo/ZFA_0000930>	"TAO:0000930"
<http://purl.obolibrary.org/obo/ZFA_0009006>	"CL:0000019"
<http://purl.obolibrary.org/obo/ZFA_0009006>	"TAO:0009006"
<http://purl.obolibrary.org/obo/ZFA_0009072>	"CL:0000122"
<http://purl.obolibrary.org/obo/ZFA_0009072>	"TAO:0009072"
<http://purl.obolibrary.org/obo/ZFA_0005307>	"TAO:0002139"
<http://purl.obolibrary.org/obo/ZFA_0005554>	"TAO:0001776"
<http://purl.obolibrary.org/obo/ZFA_0001176>	"TAO:0001176"
<http://purl.obolibrary.org/obo/ZFA_0005116>	"TAO:0005116"
<http://purl.obolibrary.org/obo/ZFA_0000514>	"TAO:0000514"
<http://purl.obolibrary.org/obo/ZFA_0001101>	"TAO:0001101"
<http://purl.obolibrary.org/obo/ZFA_0001718>	"TAO:0002228"
<http://purl.obolibrary.org/obo/ZFA_0005402>	"TAO:0001772"
<http://purl.obolibrary.org/obo/ZFA_0000928>	"TAO:0000928"
<http://purl.obolibrary.org/obo/ZFA_0000777>	"TAO:0000777"
<http://purl.obolibrary.org/obo/ZFA_0005001>	"TAO:0005001"
<http://purl.obolibrary.org/obo/ZFA_0005396>	"TAO:0001810"
<http://purl.obolibrary.org/obo/ZFA_0000214>	"TAO:0000214"
<http://purl.obolibrary.org/obo/ZFA_0001420>	"TAO:0001420"
<http://purl.obolibrary.org/obo/ZFA_0001434>	"TAO:0001434"
<http://purl.obolibrary.org/obo/ZFA_0005091>	"TAO:0005091"
<http://purl.obolibrary.org/obo/ZFA_0001004>	"TAO:0001004"
<http://purl.obolibrary.org/obo/ZFA_0000694>	"TAO:0000694"
<http://purl.obolibrary.org/obo/ZFA_0001703>	"TAO:0002195"
<http://purl.obolibrary.org/obo/ZFA_0001530>	"TAO:0001530"
<http://purl.obolibrary.org/obo/ZFA_0000750>	"TAO:0000750"
<http://purl.obolibrary.org/obo/ZFA_0000318>	"TAO:0000318"
<http://purl.obolibrary.org/obo/ZFA_0001697>	"TAO:0002174"
<http://purl.obolibrary.org/obo/ZFA_0000860>	"TAO:0000860"
<http://purl.obolibrary.org/obo/ZFA_0000487>	"TAO:0000487"
<http://purl.obolibrary.org/obo/ZFA_0000428>	"TAO:0000428"
<http://purl.obolibrary.org/obo/ZFA_0000603>	"TAO:0000603"
<http://purl.obolibrary.org/obo/ZFA_0000362>	"TAO:0000362"
<http://purl.obolibrary.org/obo/ZFA_0005222>	"TAO:0005222"
<http://purl.obolibrary.org/obo/ZFA_0005540>	"TAO:0001880"
<http://purl.obolibrary.org/obo/ZFA_0001162>	"TAO:0001162"
<http://purl.obolibrary.org/obo/ZFA_0000597>	"TAO:0000597"
<http://purl.obolibrary.org/obo/ZFA_0009392>	"CL:0002320"
<http://purl.obolibrary.org/obo/ZFA_0005332>	"TAO:0005332"
<http://purl.obolibrary.org/obo/ZFA_0005332>	"CL:0005005"
<http://purl.obolibrary.org/obo/ZFA_0000034>	"TAO:0000034"
<http://purl.obolibrary.org/obo/ZFA_0009331>	"CL:0000785"
<http://purl.obolibrary.org/obo/ZFA_0009331>	"TAO:0009331"
<http://purl.obolibrary.org/obo/ZFA_0009255>	"CL:0000561"
<http://purl.obolibrary.org/obo/ZFA_0009255>	"TAO:0009255"
<http://purl.obolibrary.org/obo/ZFA_0009064>	"CL:0000113"
<http://purl.obolibrary.org/obo/ZFA_0009064>	"TAO:0009064"
<http://purl.obolibrary.org/obo/ZFA_0009269>	"TAO:0009269"
<http://purl.obolibrary.org/obo/ZFA_0009269>	"CL:0000584"
<http://purl.obolibrary.org/obo/ZFA_0009078>	"CL:0000131"
<http://purl.obolibrary.org/obo/ZFA_0009078>	"TAO:0009078"
<http://purl.obolibrary.org/obo/ZFA_0001350>	"TAO:0001350"
<http://purl.obolibrary.org/obo/ZFA_0005382>	"TAO:0005382"
<http://purl.obolibrary.org/obo/ZFA_0000985>	"TAO:0000985"
<http://purl.obolibrary.org/obo/ZFA_0001364>	"TAO:0001364"
<http://purl.obolibrary.org/obo/ZFA_0005125>	"TAO:0005125"
<http://purl.obolibrary.org/obo/ZFA_0000200>	"TAO:0000200"
<http://purl.obolibrary.org/obo/ZFA_0000555>	"TAO:0000555"
<http://purl.obolibrary.org/obo/ZFA_0001107>	"TAO:0001107"
<http://purl.obolibrary.org/obo/ZFA_0000138>	"TAO:0000138"
<http://purl.obolibrary.org/obo/ZFA_0001633>	"TAO:0001642"
<http://purl.obolibrary.org/obo/ZFA_0005492>	"TAO:0002090"
<http://purl.obolibrary.org/obo/ZFA_0005235>	"TAO:0005235"
<http://purl.obolibrary.org/obo/ZFA_0007089>	"CL:0002321"
<http://purl.obolibrary.org/obo/ZFA_0000192>	"TAO:0000192"
<http://purl.obolibrary.org/obo/ZFA_0001212>	"TAO:0001212"
<http://purl.obolibrary.org/obo/ZFA_0001383>	"TAO:0001383"
<http://purl.obolibrary.org/obo/ZFA_0005528>	"TAO:0001730"
<http://purl.obolibrary.org/obo/ZFA_0005775>	"CL:0007011"
<http://purl.obolibrary.org/obo/ZFA_0005042>	"TAO:0005042"
<http://purl.obolibrary.org/obo/ZFA_0001397>	"TAO:0001397"
<http://purl.obolibrary.org/obo/ZFA_0001668>	"TAO:0002180"
<http://purl.obolibrary.org/obo/ZFA_0000913>	"TAO:0000913"
<http://purl.obolibrary.org/obo/ZFA_0009310>	"TAO:0009310"
<http://purl.obolibrary.org/obo/ZFA_0009310>	"CL:0000740"
<http://purl.obolibrary.org/obo/ZFA_0001069>	"TAO:0001069"
<http://purl.obolibrary.org/obo/ZFA_0001536>	"TAO:0001536"
<http://purl.obolibrary.org/obo/ZFA_0000998>	"TAO:0000998"
<http://purl.obolibrary.org/obo/ZFA_0001585>	"TAO:0001585"
<http://purl.obolibrary.org/obo/ZFA_0000095>	"TAO:0000095"
<http://purl.obolibrary.org/obo/ZFS_0000030>	"ZFIN:ZDB-TERM-100331-2460"
<http://purl.obolibrary.org/obo/ZFS_0000030>	"ZFIN:ZDB-STAGE-010723-32"
<http://purl.obolibrary.org/obo/ZFA_0007042>	"TAO:0007042"
<http://purl.obolibrary.org/obo/ZFA_0000020>	"TAO:0000020"
<http://purl.obolibrary.org/obo/ZFA_0000020>	"CARO:0000042"
<http://purl.obolibrary.org/obo/ZFA_0000548>	"TAO:0000548"
<http://purl.obolibrary.org/obo/ZFA_0000946>	"TAO:0000946"
<http://purl.obolibrary.org/obo/ZFA_0009170>	"CL:0000342"
<http://purl.obolibrary.org/obo/ZFA_0009170>	"TAO:0009170"
<http://purl.obolibrary.org/obo/ZFA_0005471>	"TAO:0001939"
<http://purl.obolibrary.org/obo/ZFA_0005485>	"TAO:0001801"
<http://purl.obolibrary.org/obo/ZFA_0005055>	"TAO:0005055"
<http://purl.obolibrary.org/obo/ZFA_0000809>	"TAO:0000809"
<http://purl.obolibrary.org/obo/ZFA_0000303>	"CARO:0000028"
<http://purl.obolibrary.org/obo/ZFA_0000303>	"TAO:0000303"
<http://purl.obolibrary.org/obo/ZFA_0000658>	"TAO:0000658"
<http://purl.obolibrary.org/obo/ZFA_0009280>	"TAO:0009280"
<http://purl.obolibrary.org/obo/ZFA_0009280>	"CL:0000636"
<http://purl.obolibrary.org/obo/ZFA_0009052>	"TAO:0009052"
<http://purl.obolibrary.org/obo/ZFA_0009052>	"CL:0000100"
<http://purl.obolibrary.org/obo/ZFA_0005595>	"TAO:0001725"
<http://purl.obolibrary.org/obo/ZFA_0000714>	"TAO:0000714"
<http://purl.obolibrary.org/obo/ZFA_0001022>	"TAO:0001022"
<http://purl.obolibrary.org/obo/ZFA_0000053>	"TAO:0000053"
<http://purl.obolibrary.org/obo/ZFA_0005157>	"TAO:0005157"
<http://purl.obolibrary.org/obo/ZFA_0005338>	"TAO:0005338"
<http://purl.obolibrary.org/obo/ZFA_0001488>	"CARO:0000055"
<http://purl.obolibrary.org/obo/ZFA_0001488>	"TAO:0001488"
<http://purl.obolibrary.org/obo/ZFA_0009323>	"CL:0000762"
<http://purl.obolibrary.org/obo/ZFA_0009323>	"TAO:0009323"
<http://purl.obolibrary.org/obo/ZFA_0000824>	"TAO:0000824"
<http://purl.obolibrary.org/obo/ZFA_0000163>	"TAO:0000163"
<http://purl.obolibrary.org/obo/ZFA_0000977>	"TAO:0000977"
<http://purl.obolibrary.org/obo/ZFA_0000206>	"TAO:0000206"
<http://purl.obolibrary.org/obo/ZFA_0009010>	"CL:0000030"
<http://purl.obolibrary.org/obo/ZFA_0009010>	"TAO:0009010"
<http://purl.obolibrary.org/obo/ZFA_0000255>	"TAO:0000255"
<http://purl.obolibrary.org/obo/ZFA_0000451>	"TAO:0000451"
<http://purl.obolibrary.org/obo/ZFA_0005311>	"TAO:0005311"
<http://purl.obolibrary.org/obo/ZFA_0001461>	"TAO:0001461"
<http://purl.obolibrary.org/obo/ZFA_0001642>	"TAO:0001667"
<http://purl.obolibrary.org/obo/ZFA_0001204>	"TAO:0001204"
<http://purl.obolibrary.org/obo/ZFA_0009219>	"CL:0000488"
<http://purl.obolibrary.org/obo/ZFA_0009219>	"TAO:0009219"
<http://purl.obolibrary.org/obo/ZFA_0005110>	"TAO:0005110"
<http://purl.obolibrary.org/obo/ZFA_0001218>	"TAO:0001218"
<http://purl.obolibrary.org/obo/ZFA_0001571>	"TAO:0001571"
<http://purl.obolibrary.org/obo/ZFA_0005048>	"TAO:0005048"
<http://purl.obolibrary.org/obo/ZFA_0009273>	"TAO:0009273"
<http://purl.obolibrary.org/obo/ZFA_0009273>	"CL:0000598"
<http://purl.obolibrary.org/obo/ZFA_0001314>	"TAO:0001314"
<http://purl.obolibrary.org/obo/ZFA_0001328>	"TAO:0001328"
<http://purl.obolibrary.org/obo/ZFA_0000534>	"TAO:0000534"
<http://purl.obolibrary.org/obo/ZFA_0005214>	"TAO:0005214"
<http://purl.obolibrary.org/obo/ZFA_0000644>	"TAO:0000644"
<http://purl.obolibrary.org/obo/ZFA_0005263>	"TAO:0001830"
<http://purl.obolibrary.org/obo/ZFA_0000146>	"TAO:0000146"
<http://purl.obolibrary.org/obo/ZFA_0005006>	"TAO:0005006"
<http://purl.obolibrary.org/obo/ZFA_0005730>	"CL:0015000"
<http://purl.obolibrary.org/obo/ZFA_0005324>	"TAO:0005324"
<http://purl.obolibrary.org/obo/ZFA_0009176>	"CL:0000349"
<http://purl.obolibrary.org/obo/ZFA_0009176>	"TAO:0009176"
<http://purl.obolibrary.org/obo/ZFA_0001696>	"TAO:0002207"
<http://purl.obolibrary.org/obo/ZFA_0009101>	"TAO:0009101"
<http://purl.obolibrary.org/obo/ZFA_0009101>	"CL:0000168"
<http://purl.obolibrary.org/obo/ZFA_0009115>	"CL:0000188"
<http://purl.obolibrary.org/obo/ZFA_0009115>	"TAO:0009115"
<http://purl.obolibrary.org/obo/ZFA_0000486>	"TAO:0000486"
<http://purl.obolibrary.org/obo/ZFA_0001024>	"TAO:0001024"
<http://purl.obolibrary.org/obo/ZFA_0001271>	"TAO:0001271"
<http://purl.obolibrary.org/obo/ZFA_0000312>	"TAO:0000312"
<http://purl.obolibrary.org/obo/ZFA_0009039>	"TAO:0009039"
<http://purl.obolibrary.org/obo/ZFA_0009039>	"CL:0000076"
<http://purl.obolibrary.org/obo/ZFA_0009286>	"CL:0000666"
<http://purl.obolibrary.org/obo/ZFA_0009286>	"TAO:0009286"
<http://purl.obolibrary.org/obo/ZFA_0005416>	"TAO:0005416"
<http://purl.obolibrary.org/obo/ZFA_0001038>	"TAO:0001038"
<http://purl.obolibrary.org/obo/ZFA_0001564>	"TAO:0001564"
<http://purl.obolibrary.org/obo/ZFA_0000422>	"TAO:0000422"
<http://purl.obolibrary.org/obo/ZFA_0001307>	"TAO:0001307"
<http://purl.obolibrary.org/obo/ZFA_0001134>	"TAO:0001134"
<http://purl.obolibrary.org/obo/ZFA_0005166>	"TAO:0005166"
<http://purl.obolibrary.org/obo/ZFA_0000769>	"TAO:0000769"
<http://purl.obolibrary.org/obo/ZFA_0001705>	"TAO:0002194"
<http://purl.obolibrary.org/obo/ZFA_0007006>	"TAO:0007006"
<http://purl.obolibrary.org/obo/ZFA_0001148>	"TAO:0001148"
<http://purl.obolibrary.org/obo/ZFA_0005435>	"TAO:0000089"
<http://purl.obolibrary.org/obo/ZFA_0005276>	"TAO:0005276"
<http://purl.obolibrary.org/obo/ZFA_0005449>	"TAO:0001791"
<http://purl.obolibrary.org/obo/ZFA_0000637>	"TAO:0000637"
<http://purl.obolibrary.org/obo/ZFA_0005545>	"TAO:0000544"
<http://purl.obolibrary.org/obo/ZFA_0005083>	"TAO:0005083"
<http://purl.obolibrary.org/obo/ZFA_0001167>	"TAO:0001167"
<http://purl.obolibrary.org/obo/ZFA_0000247>	"TAO:0000247"
<http://purl.obolibrary.org/obo/ZFA_0000605>	"TAO:0000605"
<http://purl.obolibrary.org/obo/ZFA_0001467>	"TAO:0001467"
<http://purl.obolibrary.org/obo/ZFA_0009351>	"CL:0000828"
<http://purl.obolibrary.org/obo/ZFA_0009351>	"TAO:0009351"
<http://purl.obolibrary.org/obo/ZFA_0005637>	"TAO:0001972"
<http://purl.obolibrary.org/obo/ZFA_0001259>	"TAO:0001259"
<http://purl.obolibrary.org/obo/ZFA_0001577>	"TAO:0001577"
<http://purl.obolibrary.org/obo/ZFA_0000132>	"TAO:0000132"
<http://purl.obolibrary.org/obo/ZFA_0001369>	"TAO:0001369"
<http://purl.obolibrary.org/obo/ZFA_0000401>	"TAO:0000401"
<http://purl.obolibrary.org/obo/ZFA_0009204>	"TAO:0009204"
<http://purl.obolibrary.org/obo/ZFA_0009204>	"CL:0000439"
<http://purl.obolibrary.org/obo/ZFA_0000415>	"TAO:0000415"
<http://purl.obolibrary.org/obo/ZFA_0000589>	"TAO:0000589"
<http://purl.obolibrary.org/obo/ZFA_0001425>	"TAO:0001425"
<http://purl.obolibrary.org/obo/ZFA_0000395>	"TAO:0000395"
<http://purl.obolibrary.org/obo/ZFA_0005255>	"TAO:0002138"
<http://purl.obolibrary.org/obo/ZFA_0005269>	"TAO:0002135"
<http://purl.obolibrary.org/obo/ZFA_0005096>	"TAO:0005096"
<http://purl.obolibrary.org/obo/ZFA_0001535>	"TAO:0001535"
<http://purl.obolibrary.org/obo/ZFA_0001688>	"TAO:0002188"
<http://purl.obolibrary.org/obo/ZFA_0000067>	"TAO:0000067"
<http://purl.obolibrary.org/obo/ZFS_0000026>	"ZFIN:ZDB-TERM-100331-2456"
<http://purl.obolibrary.org/obo/ZFS_0000026>	"ZFIN:ZDB-STAGE-010723-30"
<http://purl.obolibrary.org/obo/ZFA_0009364>	"TAO:0009364"
<http://purl.obolibrary.org/obo/ZFA_0009364>	"CL:0000853"
<http://purl.obolibrary.org/obo/ZFA_0009107>	"TAO:0009107"
<http://purl.obolibrary.org/obo/ZFA_0009107>	"CL:0000177"
<http://purl.obolibrary.org/obo/ZFA_0000353>	"TAO:0000353"
<http://purl.obolibrary.org/obo/ZFA_0000542>	"TAO:0000542"
<http://purl.obolibrary.org/obo/ZFA_0009161>	"CL:0000324"
<http://purl.obolibrary.org/obo/ZFA_0009161>	"TAO:0009161"
<http://purl.obolibrary.org/obo/ZFA_0009397>	"CL:1000488"
<http://purl.obolibrary.org/obo/ZFA_0009024>	"CL:0000052"
<http://purl.obolibrary.org/obo/ZFA_0009024>	"TAO:0009024"
<http://purl.obolibrary.org/obo/ZFA_0000471>	"TAO:0000471"
<http://purl.obolibrary.org/obo/ZFA_0000652>	"TAO:0000652"
<http://purl.obolibrary.org/obo/ZFA_0005623>	"VSAO:0000063"
<http://purl.obolibrary.org/obo/ZFA_0001245>	"TAO:0001245"
<http://purl.obolibrary.org/obo/ZFA_0001492>	"CARO:0000021"
<http://purl.obolibrary.org/obo/ZFA_0001492>	"TAO:0001492"
<http://purl.obolibrary.org/obo/ZFA_0005075>	"TAO:0005075"
<http://purl.obolibrary.org/obo/ZFA_0005151>	"TAO:0005151"
<http://purl.obolibrary.org/obo/ZFA_0009069>	"CL:0000119"
<http://purl.obolibrary.org/obo/ZFA_0009069>	"TAO:0009069"
<http://purl.obolibrary.org/obo/ZFA_0005089>	"TAO:0005089"
<http://purl.obolibrary.org/obo/ZFA_0001528>	"TAO:0001528"
<http://purl.obolibrary.org/obo/ZFA_0005420>	"TAO:0001608"
<http://purl.obolibrary.org/obo/ZFA_0001355>	"TAO:0001355"
<http://purl.obolibrary.org/obo/ZFA_0001042>	"TAO:0001042"
<http://purl.obolibrary.org/obo/ZFA_0009057>	"TAO:0009057"
<http://purl.obolibrary.org/obo/ZFA_0009057>	"CL:0000105"
<http://purl.obolibrary.org/obo/ZFA_0005358>	"TAO:0001757"
<http://purl.obolibrary.org/obo/ZFA_0000971>	"TAO:0000971"
<http://purl.obolibrary.org/obo/ZFA_0000716>	"TAO:0000716"
<http://purl.obolibrary.org/obo/ZFA_0001638>	"TAO:0002243"
<http://purl.obolibrary.org/obo/ZFA_0001152>	"TAO:0001152"
<http://purl.obolibrary.org/obo/ZFA_0000826>	"TAO:0000826"
<http://purl.obolibrary.org/obo/ZFA_0000979>	"TAO:0000979"
<http://purl.obolibrary.org/obo/ZFA_0005514>	"TAO:0001714"
<http://purl.obolibrary.org/obo/ZFA_0000456>	"TAO:0000456"
<http://purl.obolibrary.org/obo/ZFA_0000904>	"TAO:0000904"
<http://purl.obolibrary.org/obo/ZFA_0005372>	"TAO:0005372"
<http://purl.obolibrary.org/obo/ZFA_0000918>	"TAO:0000918"
<http://purl.obolibrary.org/obo/ZFA_0009315>	"CL:0000745"
<http://purl.obolibrary.org/obo/ZFA_0009315>	"TAO:0009315"
<http://purl.obolibrary.org/obo/ZFA_0001055>	"TAO:0001055"
<http://purl.obolibrary.org/obo/ZFA_0001410>	"TAO:0001410"
<http://purl.obolibrary.org/obo/ZFA_0007033>	"TAO:0007033"
<http://purl.obolibrary.org/obo/ZFA_0001348>	"TAO:0001348"
<http://purl.obolibrary.org/obo/ZFA_0000811>	"TAO:0000811"
<http://purl.obolibrary.org/obo/ZFS_0000035>	"ZFIN:ZDB-TERM-100331-2465"
<http://purl.obolibrary.org/obo/ZFS_0000035>	"ZFIN:ZDB-STAGE-010723-8"
<http://purl.obolibrary.org/obo/ZFA_0000150>	"TAO:0000150"
<http://purl.obolibrary.org/obo/ZFA_0000791>	"TAO:0000791"
<http://purl.obolibrary.org/obo/ZFA_0005476>	"TAO:0001846"
<http://purl.obolibrary.org/obo/ZFA_0000359>	"TAO:0000359"
<http://purl.obolibrary.org/obo/ZFA_0005219>	"TAO:0005219"
