?cls	?xref
<http://purl.obolibrary.org/obo/ZFA_0009163>	"CL:0000328"
<http://purl.obolibrary.org/obo/ZFA_0009163>	"TAO:0009163"
<http://purl.obolibrary.org/obo/ZFA_0001399>	"TAO:0001399"
<http://purl.obolibrary.org/obo/ZFA_0000862>	"TAO:0000862"
<http://purl.obolibrary.org/obo/ZFA_0005481>	"TAO:0002034"
<http://purl.obolibrary.org/obo/ZFA_0005224>	"TAO:0005224"
<http://purl.obolibrary.org/obo/ZFA_0001196>	"TAO:0001196"
<http://purl.obolibrary.org/obo/ZFA_0001494>	"CARO:0000069"
<http://purl.obolibrary.org/obo/ZFA_0001494>	"TAO:0001494"
<http://purl.obolibrary.org/obo/ZFA_0005104>	"TAO:0005104"
<http://purl.obolibrary.org/obo/ZFA_0005153>	"TAO:0005153"
<http://purl.obolibrary.org/obo/ZFA_0000036>	"TAO:0000036"
<http://purl.obolibrary.org/obo/ZFA_0001242>	"TAO:0001242"
<http://purl.obolibrary.org/obo/ZFA_0009257>	"CL:0000564"
<http://purl.obolibrary.org/obo/ZFA_0009257>	"TAO:0009257"
<http://purl.obolibrary.org/obo/ZFA_0009066>	"CL:0000116"
<http://purl.obolibrary.org/obo/ZFA_0009066>	"TAO:0009066"
<http://purl.obolibrary.org/obo/ZFA_0000973>	"TAO:0000973"
<http://purl.obolibrary.org/obo/ZFA_0007061>	"TAO:0007061"
<http://purl.obolibrary.org/obo/ZFA_0001525>	"TAO:0001525"
<http://purl.obolibrary.org/obo/ZFA_0000718>	"TAO:0000718"
<http://purl.obolibrary.org/obo/ZFA_0009359>	"TAO:0009359"
<http://purl.obolibrary.org/obo/ZFA_0009359>	"CL:0000848"
<http://purl.obolibrary.org/obo/ZFA_0000987>	"TAO:0000987"
<http://purl.obolibrary.org/obo/ZFA_0000202>	"TAO:0000202"
<http://purl.obolibrary.org/obo/ZFA_0001099>	"TAO:0001099"
<http://purl.obolibrary.org/obo/ZFA_0001635>	"TAO:0001644"
<http://purl.obolibrary.org/obo/ZFA_0000180>	"TAO:0000180"
<http://purl.obolibrary.org/obo/ZFA_0001200>	"TAO:0001200"
<http://purl.obolibrary.org/obo/ZFA_0000855>	"TAO:0000855"
<http://purl.obolibrary.org/obo/ZFA_0000682>	"TAO:0000682"
<http://purl.obolibrary.org/obo/ZFA_0005516>	"TAO:0001717"
<http://purl.obolibrary.org/obo/ZFA_0000194>	"TAO:0000194"
<http://purl.obolibrary.org/obo/ZFA_0001385>	"TAO:0001385"
<http://purl.obolibrary.org/obo/ZFA_0005044>	"TAO:0005044"
<http://purl.obolibrary.org/obo/ZFA_0000530>	"TAO:0000530"
<http://purl.obolibrary.org/obo/ZFA_0001057>	"TAO:0001057"
<http://purl.obolibrary.org/obo/ZFA_0001477>	"CARO:0000043"
<http://purl.obolibrary.org/obo/ZFA_0001477>	"TAO:0001477"
<http://purl.obolibrary.org/obo/ZFA_0009312>	"CL:0000742"
<http://purl.obolibrary.org/obo/ZFA_0009312>	"TAO:0009312"
<http://purl.obolibrary.org/obo/ZFA_0000382>	"CARO:0000040"
<http://purl.obolibrary.org/obo/ZFA_0000382>	"TAO:0000382"
<http://purl.obolibrary.org/obo/ZFA_0005210>	"TAO:0005210"
<http://purl.obolibrary.org/obo/ZFA_0000813>	"TAO:0000813"
<http://purl.obolibrary.org/obo/ZFA_0000640>	"TAO:0000640"
<http://purl.obolibrary.org/obo/ZFS_0000037>	"ZFIN:ZDB-TERM-100331-2467"
<http://purl.obolibrary.org/obo/ZFS_0000037>	"ZFIN:ZDB-STAGE-010723-36"
<http://purl.obolibrary.org/obo/ZFA_0001587>	"TAO:0001587"
<http://purl.obolibrary.org/obo/ZFA_0000793>	"TAO:0000793"
<http://purl.obolibrary.org/obo/ZFA_0005320>	"TAO:0005320"
<http://purl.obolibrary.org/obo/ZFA_0000022>	"TAO:0000022"
<http://purl.obolibrary.org/obo/ZFA_0005473>	"TAO:0001841"
<http://purl.obolibrary.org/obo/ZFA_0009289>	"TAO:0009289"
<http://purl.obolibrary.org/obo/ZFA_0009289>	"CL:0000677"
<http://purl.obolibrary.org/obo/ZFA_0000479>	"TAO:0000479"
<http://purl.obolibrary.org/obo/ZFA_0000305>	"TAO:0000305"
<http://purl.obolibrary.org/obo/ZFA_0000285>	"TAO:0000285"
<http://purl.obolibrary.org/obo/ZFA_0009040>	"TAO:0009040"
<http://purl.obolibrary.org/obo/ZFA_0009040>	"CL:0000077"
<http://purl.obolibrary.org/obo/ZFA_0005145>	"TAO:0005145"
<http://purl.obolibrary.org/obo/ZFA_0001560>	"TAO:0001560"
<http://purl.obolibrary.org/obo/ZFA_0001303>	"TAO:0001303"
<http://purl.obolibrary.org/obo/ZFA_0005159>	"TAO:0005159"
<http://purl.obolibrary.org/obo/ZFA_0009384>	"CL:0000710"
<http://purl.obolibrary.org/obo/ZFA_0001621>	"TAO:0002239"
<http://purl.obolibrary.org/obo/ZFA_0009132>	"TAO:0009132"
<http://purl.obolibrary.org/obo/ZFA_0009132>	"CL:0000215"
<http://purl.obolibrary.org/obo/ZFA_0005030>	"TAO:0005030"
<http://purl.obolibrary.org/obo/ZFA_0000633>	"TAO:0000633"
<http://purl.obolibrary.org/obo/ZFA_0000243>	"TAO:0000243"
<http://purl.obolibrary.org/obo/ZFA_0009242>	"TAO:0009242"
<http://purl.obolibrary.org/obo/ZFA_0009242>	"CL:0000530"
<http://purl.obolibrary.org/obo/ZFA_0005313>	"TAO:0005313"
<http://purl.obolibrary.org/obo/ZFA_0001463>	"TAO:0001463"
<http://purl.obolibrary.org/obo/ZFA_0005293>	"TAO:0005293"
<http://purl.obolibrary.org/obo/ZFA_0001206>	"TAO:0001206"
<http://purl.obolibrary.org/obo/ZFA_0000896>	"TAO:0000896"
<http://purl.obolibrary.org/obo/ZFA_0001573>	"TAO:0001573"
<http://purl.obolibrary.org/obo/ZFA_0000125>	"TAO:0000125"
<http://purl.obolibrary.org/obo/ZFA_0001260>	"TAO:0001260"
<http://purl.obolibrary.org/obo/ZFA_0009094>	"TAO:0009094"
<http://purl.obolibrary.org/obo/ZFA_0009094>	"CL:0000160"
<http://purl.obolibrary.org/obo/ZFA_0009275>	"CL:0000604"
<http://purl.obolibrary.org/obo/ZFA_0009275>	"TAO:0009275"
<http://purl.obolibrary.org/obo/ZFA_0001316>	"TAO:0001316"
<http://purl.obolibrary.org/obo/ZFA_0009200>	"TAO:0009200"
<http://purl.obolibrary.org/obo/ZFA_0009200>	"CL:0000432"
<http://purl.obolibrary.org/obo/ZFA_0000536>	"TAO:0000536"
<http://purl.obolibrary.org/obo/ZFA_0005501>	"TAO:0001687"
<http://purl.obolibrary.org/obo/ZFA_0001123>	"TAO:0001123"
<http://purl.obolibrary.org/obo/ZFA_0001370>	"TAO:0001370"
<http://purl.obolibrary.org/obo/ZFA_0001418>	"TAO:0001418"
<http://purl.obolibrary.org/obo/ZFA_0005251>	"TAO:0005251"
<http://purl.obolibrary.org/obo/ZFA_0000646>	"TAO:0000646"
<http://purl.obolibrary.org/obo/ZFA_0007095>	"CL:0000011"
<http://purl.obolibrary.org/obo/ZFA_0000799>	"TAO:0000799"
<http://purl.obolibrary.org/obo/ZFA_0005534>	"TAO:0001785"
<http://purl.obolibrary.org/obo/ZFA_0001684>	"TAO:0002155"
<http://purl.obolibrary.org/obo/ZFA_0000236>	"TAO:0000236"
<http://purl.obolibrary.org/obo/ZFA_0000419>	"TAO:0000419"
<http://purl.obolibrary.org/obo/ZFS_0000022>	"ZFIN:ZDB-TERM-100331-2452"
<http://purl.obolibrary.org/obo/ZFS_0000022>	"ZFIN:ZDB-STAGE-010723-12"
<http://purl.obolibrary.org/obo/ZFA_0009103>	"CL:0000170"
<http://purl.obolibrary.org/obo/ZFA_0009103>	"TAO:0009103"
<http://purl.obolibrary.org/obo/ZFA_0005404>	"TAO:0001774"
<http://purl.obolibrary.org/obo/ZFA_0000346>	"TAO:0000346"
<http://purl.obolibrary.org/obo/ZFA_0001026>	"TAO:0001026"
<http://purl.obolibrary.org/obo/ZFA_0005912>	"TAO:0002194"
<http://purl.obolibrary.org/obo/ZFA_0001552>	"TAO:0001552"
<http://purl.obolibrary.org/obo/ZFA_0001566>	"TAO:0001566"
<http://purl.obolibrary.org/obo/ZFA_0000757>	"TAO:0000757"
<http://purl.obolibrary.org/obo/ZFA_0001080>	"TAO:0001080"
<http://purl.obolibrary.org/obo/ZFA_0001136>	"TAO:0001136"
<http://purl.obolibrary.org/obo/ZFA_0001190>	"TAO:0001190"
<http://purl.obolibrary.org/obo/ZFA_0001238>	"TAO:0001238"
<http://purl.obolibrary.org/obo/ZFA_0000701>	"TAO:0000701"
<http://purl.obolibrary.org/obo/ZFA_0000040>	"TAO:0000040"
<http://purl.obolibrary.org/obo/ZFA_0005071>	"TAO:0005071"
<http://purl.obolibrary.org/obo/ZFA_0009261>	"TAO:0009261"
<http://purl.obolibrary.org/obo/ZFA_0009261>	"CL:0000571"
<http://purl.obolibrary.org/obo/ZFA_0005366>	"TAO:0005366"
<http://purl.obolibrary.org/obo/ZFA_0005547>	"TAO:0001761"
<http://purl.obolibrary.org/obo/ZFA_0005085>	"TAO:0005085"
<http://purl.obolibrary.org/obo/ZFA_0000249>	"TAO:0000249"
<http://purl.obolibrary.org/obo/ZFA_0005109>	"TAO:0005109"
<http://purl.obolibrary.org/obo/ZFA_0005354>	"TAO:0002151"
<http://purl.obolibrary.org/obo/ZFA_0000056>	"TAO:0000056"
<http://purl.obolibrary.org/obo/ZFA_0000964>	"TAO:0000964"
<http://purl.obolibrary.org/obo/ZFA_0001098>	"TAO:0001098"
<http://purl.obolibrary.org/obo/ZFA_0009353>	"TAO:0009353"
<http://purl.obolibrary.org/obo/ZFA_0009353>	"CL:0000835"
<http://purl.obolibrary.org/obo/ZFA_0000166>	"TAO:0000166"
<http://purl.obolibrary.org/obo/ZFA_0005520>	"TAO:0001721"
<http://purl.obolibrary.org/obo/ZFA_0001386>	"TAO:0001386"
<http://purl.obolibrary.org/obo/ZFA_0000403>	"TAO:0000403"
<http://purl.obolibrary.org/obo/ZFA_0000222>	"TAO:0000222"
<http://purl.obolibrary.org/obo/ZFA_0000577>	"TAO:0000577"
<http://purl.obolibrary.org/obo/ZFA_0009206>	"CL:0000443"
<http://purl.obolibrary.org/obo/ZFA_0009206>	"TAO:0009206"
<http://purl.obolibrary.org/obo/ZFA_0009196>	"TAO:0009196"
<http://purl.obolibrary.org/obo/ZFA_0009196>	"CL:0000411"
<http://purl.obolibrary.org/obo/ZFA_0001129>	"TAO:0001129"
<http://purl.obolibrary.org/obo/ZFA_0000922>	"TAO:0000922"
<http://purl.obolibrary.org/obo/ZFA_0005257>	"TAO:0005257"
<http://purl.obolibrary.org/obo/ZFA_0000332>	"TAO:0000332"
<http://purl.obolibrary.org/obo/ZFA_0000687>	"TAO:0000687"
<http://purl.obolibrary.org/obo/ZFA_0000199>	"TAO:0000199"
<http://purl.obolibrary.org/obo/ZFA_0000521>	"TAO:0000521"
<http://purl.obolibrary.org/obo/ZFA_0001481>	"TAO:0001481"
<http://purl.obolibrary.org/obo/ZFS_0000014>	"ZFIN:ZDB-TERM-100331-2444"
<http://purl.obolibrary.org/obo/ZFS_0000014>	"ZFIN:ZDB-STAGE-010723-21"
<http://purl.obolibrary.org/obo/ZFA_0005186>	"TAO:0005186"
<http://purl.obolibrary.org/obo/ZFA_0007026>	"TAO:0007026"
<http://purl.obolibrary.org/obo/ZFA_0000069>	"TAO:0000069"
<http://purl.obolibrary.org/obo/ZFA_0001344>	"TAO:0001344"
<http://purl.obolibrary.org/obo/ZFS_0000028>	"ZFIN:ZDB-TERM-100331-2458"
<http://purl.obolibrary.org/obo/ZFS_0000028>	"ZFIN:ZDB-STAGE-010723-34"
<http://purl.obolibrary.org/obo/ZFA_0001591>	"TAO:0001591"
<http://purl.obolibrary.org/obo/ZFA_0005469>	"TAO:0001979"
<http://purl.obolibrary.org/obo/ZFA_0000529>	"TAO:0000529"
<http://purl.obolibrary.org/obo/ZFA_0000815>	"TAO:0000815"
<http://purl.obolibrary.org/obo/ZFA_0005340>	"TAO:0005340"
<http://purl.obolibrary.org/obo/ZFA_0001011>	"TAO:0001011"
<http://purl.obolibrary.org/obo/ZFA_0000473>	"TAO:0000473"
<http://purl.obolibrary.org/obo/ZFA_0009026>	"TAO:0009026"
<http://purl.obolibrary.org/obo/ZFA_0009026>	"CL:0000057"
<http://purl.obolibrary.org/obo/ZFA_0005625>	"TAO:0005269"
<http://purl.obolibrary.org/obo/ZFA_0000742>	"TAO:0000742"
<http://purl.obolibrary.org/obo/ZFA_0001247>	"TAO:0001247"
<http://purl.obolibrary.org/obo/ZFA_0000081>	"TAO:0000081"
<http://purl.obolibrary.org/obo/ZFA_0000152>	"TAO:0000152"
<http://purl.obolibrary.org/obo/ZFA_0005077>	"TAO:0005077"
<http://purl.obolibrary.org/obo/ZFA_0001516>	"TAO:0001516"
<http://purl.obolibrary.org/obo/ZFA_0005422>	"TAO:0001784"
<http://purl.obolibrary.org/obo/ZFA_0001357>	"TAO:0001357"
<http://purl.obolibrary.org/obo/ZFA_0001044>	"TAO:0001044"
<http://purl.obolibrary.org/obo/ZFA_0000435>	"TAO:0000435"
<http://purl.obolibrary.org/obo/ZFA_0001626>	"TAO:0002184"
<http://purl.obolibrary.org/obo/ZFA_0000846>	"TAO:0000846"
<http://purl.obolibrary.org/obo/ZFA_0001154>	"TAO:0001154"
<http://purl.obolibrary.org/obo/ZFA_0000185>	"TAO:0000185"
<http://purl.obolibrary.org/obo/ZFA_0005289>	"TAO:0005289"
<http://purl.obolibrary.org/obo/ZFA_0005292>	"TAO:0005292"
<http://purl.obolibrary.org/obo/ZFA_0007012>	"TAO:0007012"
<http://purl.obolibrary.org/obo/ZFA_0000890>	"TAO:0000890"
<http://purl.obolibrary.org/obo/ZFA_0000277>	"TAO:0000277"
<http://purl.obolibrary.org/obo/ZFA_0000458>	"TAO:0000458"
<http://purl.obolibrary.org/obo/ZFA_0000906>	"TAO:0000906"
<http://purl.obolibrary.org/obo/ZFA_0009303>	"CL:0000704"
<http://purl.obolibrary.org/obo/ZFA_0009303>	"TAO:0009303"
<http://purl.obolibrary.org/obo/ZFA_0000338>	"TAO:0000338"
<http://purl.obolibrary.org/obo/ZFA_0009317>	"CL:0000747"
<http://purl.obolibrary.org/obo/ZFA_0009317>	"TAO:0009317"
<http://purl.obolibrary.org/obo/ZFA_0005132>	"TAO:0005132"
<http://purl.obolibrary.org/obo/ZFA_0001593>	"TAO:0000224"
<http://purl.obolibrary.org/obo/ZFA_0001336>	"TAO:0001336"
<http://purl.obolibrary.org/obo/ZFA_0001412>	"TAO:0001412"
<http://purl.obolibrary.org/obo/ZFA_0005242>	"CL:0005012"
<http://purl.obolibrary.org/obo/ZFA_0005242>	"TAO:0005242"
<http://purl.obolibrary.org/obo/ZFA_0009012>	"TAO:0009012"
<http://purl.obolibrary.org/obo/ZFA_0009012>	"CL:0000032"
<http://purl.obolibrary.org/obo/ZFA_0001390>	"TAO:0001390"
<http://purl.obolibrary.org/obo/ZFA_0005478>	"TAO:0001710"
<http://purl.obolibrary.org/obo/ZFA_0001675>	"TAO:0001682"
<http://purl.obolibrary.org/obo/ZFA_0000666>	"TAO:0000666"
<http://purl.obolibrary.org/obo/ZFA_0000230>	"TAO:0000230"
<http://purl.obolibrary.org/obo/ZFA_0001030>	"TAO:0001030"
<http://purl.obolibrary.org/obo/ZFA_0000465>	"TAO:0000465"
<http://purl.obolibrary.org/obo/ZFA_0009045>	"TAO:0009045"
<http://purl.obolibrary.org/obo/ZFA_0009045>	"CL:0000083"
<http://purl.obolibrary.org/obo/ZFA_0005346>	"TAO:0005346"
<http://purl.obolibrary.org/obo/ZFA_0000340>	"TAO:0000340"
<http://purl.obolibrary.org/obo/ZFA_0005200>	"TAO:0005200"
<http://purl.obolibrary.org/obo/ZFA_0001140>	"TAO:0001140"
<http://purl.obolibrary.org/obo/ZFA_0009123>	"CL:0000205"
<http://purl.obolibrary.org/obo/ZFA_0009123>	"TAO:0009123"
<http://purl.obolibrary.org/obo/ZFA_0009370>	"TAO:0009370"
<http://purl.obolibrary.org/obo/ZFA_0009370>	"CL:1000082"
<http://purl.obolibrary.org/obo/ZFA_0005194>	"TAO:0005194"
<http://purl.obolibrary.org/obo/ZFA_0001293>	"TAO:0001293"
<http://purl.obolibrary.org/obo/ZFA_0009137>	"CL:0000221"
<http://purl.obolibrary.org/obo/ZFA_0009137>	"TAO:0009137"
<http://purl.obolibrary.org/obo/ZFA_0009233>	"TAO:0009233"
<http://purl.obolibrary.org/obo/ZFA_0009233>	"CL:0000512"
<http://purl.obolibrary.org/obo/ZFA_0001156>	"TAO:0001156"
<http://purl.obolibrary.org/obo/ZFA_0001232>	"TAO:0001232"
<http://purl.obolibrary.org/obo/ZFA_0000444>	"TAO:0000444"
<http://purl.obolibrary.org/obo/ZFA_0009247>	"CL:0000536"
<http://purl.obolibrary.org/obo/ZFA_0009247>	"TAO:0009247"
<http://purl.obolibrary.org/obo/ZFA_0005304>	"TAO:0005304"
<http://purl.obolibrary.org/obo/ZFA_0005548>	"TAO:0001762"
<http://purl.obolibrary.org/obo/ZFA_0000006>	"TAO:0000006"
<http://purl.obolibrary.org/obo/ZFA_0001501>	"TAO:0001501"
<http://purl.obolibrary.org/obo/ZFA_0001501>	"VSAO:0000000"
<http://purl.obolibrary.org/obo/ZFA_0005360>	"TAO:0001759"
<http://purl.obolibrary.org/obo/ZFA_0000963>	"TAO:0000963"
<http://purl.obolibrary.org/obo/ZFA_0005103>	"TAO:0005103"
<http://purl.obolibrary.org/obo/ZFA_0005298>	"TAO:0005298"
<http://purl.obolibrary.org/obo/ZFA_0000060>	"TAO:0000060"
<http://purl.obolibrary.org/obo/ZFA_0000116>	"TAO:0000116"
<http://purl.obolibrary.org/obo/ZFA_0001251>	"TAO:0001251"
<http://purl.obolibrary.org/obo/ZFA_0001495>	"TAO:0001495"
<http://purl.obolibrary.org/obo/ZFA_0001495>	"CARO:0000073"
<http://purl.obolibrary.org/obo/ZFA_0000269>	"TAO:0000269"
<http://purl.obolibrary.org/obo/ZFA_0000627>	"TAO:0000627"
<http://purl.obolibrary.org/obo/ZFA_0000831>	"TAO:0000831"
<http://purl.obolibrary.org/obo/ZFA_0007067>	"TAO:0007067"
<http://purl.obolibrary.org/obo/ZFA_0000170>	"TAO:0000170"
<http://purl.obolibrary.org/obo/ZFA_0009080>	"TAO:0009080"
<http://purl.obolibrary.org/obo/ZFA_0009080>	"CL:0000133"
<http://purl.obolibrary.org/obo/ZFA_0001509>	"TAO:0001509"
<http://purl.obolibrary.org/obo/ZFA_0001361>	"TAO:0001361"
<http://purl.obolibrary.org/obo/ZFA_0009309>	"TAO:0009309"
<http://purl.obolibrary.org/obo/ZFA_0009309>	"CL:0000738"
<http://purl.obolibrary.org/obo/ZFA_0005506>	"TAO:0002055"
<http://purl.obolibrary.org/obo/ZFA_0005020>	"TAO:0005020"
<http://purl.obolibrary.org/obo/ZFA_0001605>	"TAO:0001594"
<http://purl.obolibrary.org/obo/ZFA_0000379>	"TAO:0000379"
<http://purl.obolibrary.org/obo/ZFA_0000719>	"TAO:0000719"
<http://purl.obolibrary.org/obo/ZFA_0000568>	"TAO:0000568"
<http://purl.obolibrary.org/obo/ZFA_0000571>	"TAO:0000571"
<http://purl.obolibrary.org/obo/ZFA_0009190>	"CL:0000393"
<http://purl.obolibrary.org/obo/ZFA_0009190>	"TAO:0009190"
<http://purl.obolibrary.org/obo/ZFA_0001404>	"TAO:0001404"
<http://purl.obolibrary.org/obo/ZFA_0001453>	"TAO:0001453"
<http://purl.obolibrary.org/obo/ZFA_0005769>	"CL:0000018"
<http://purl.obolibrary.org/obo/ZFA_0009226>	"TAO:0009226"
<http://purl.obolibrary.org/obo/ZFA_0009226>	"CL:0000499"
<http://purl.obolibrary.org/obo/ZFA_0000829>	"TAO:0000829"
<http://purl.obolibrary.org/obo/ZFA_0000854>	"TAO:0000854"
<http://purl.obolibrary.org/obo/ZFA_0000734>	"TAO:0000734"
<http://purl.obolibrary.org/obo/ZFA_0000073>	"TAO:0000073"
<http://purl.obolibrary.org/obo/ZFA_0005180>	"TAO:0005180"
<http://purl.obolibrary.org/obo/ZFA_0000783>	"TAO:0000783"
<http://purl.obolibrary.org/obo/ZFA_0007020>	"TAO:0007020"
<http://purl.obolibrary.org/obo/ZFA_0005409>	"TAO:0005409"
<http://purl.obolibrary.org/obo/ZFA_0000526>	"TAO:0000526"
<http://purl.obolibrary.org/obo/ZFA_0000924>	"TAO:0000924"
<http://purl.obolibrary.org/obo/ZFA_0001557>	"TAO:0001557"
<http://purl.obolibrary.org/obo/ZFA_0000109>	"TAO:0000109"
<http://purl.obolibrary.org/obo/ZFA_0001071>	"TAO:0001071"
<http://purl.obolibrary.org/obo/ZFA_0001085>	"TAO:0001085"
<http://purl.obolibrary.org/obo/ZFA_0005206>	"TAO:0005206"
<http://purl.obolibrary.org/obo/ZFA_0009386>	"CL:0002371"
<http://purl.obolibrary.org/obo/ZFA_0001181>	"TAO:0001181"
<http://purl.obolibrary.org/obo/ZFS_0000041>	"ZFIN:ZDB-TERM-100331-2471"
<http://purl.obolibrary.org/obo/ZFS_0000041>	"ZFIN:ZDB-STAGE-010723-49"
<http://purl.obolibrary.org/obo/ZFA_0009129>	"TAO:0009129"
<http://purl.obolibrary.org/obo/ZFA_0009129>	"CL:0000212"
<http://purl.obolibrary.org/obo/ZFA_0001195>	"TAO:0001195"
<http://purl.obolibrary.org/obo/ZFA_0009030>	"TAO:0009030"
<http://purl.obolibrary.org/obo/ZFA_0009030>	"CL:0000061"
<http://purl.obolibrary.org/obo/ZFA_0009239>	"CL:0000527"
<http://purl.obolibrary.org/obo/ZFA_0009239>	"TAO:0009239"
<http://purl.obolibrary.org/obo/ZFA_0000955>	"TAO:0000955"
<http://purl.obolibrary.org/obo/ZFA_0000493>	"TAO:0000493"
<http://purl.obolibrary.org/obo/ZFA_0000294>	"TAO:0000294"
<http://purl.obolibrary.org/obo/ZFA_0000674>	"TAO:0000674"
<http://purl.obolibrary.org/obo/ZFA_0009293>	"TAO:0009293"
<http://purl.obolibrary.org/obo/ZFA_0009293>	"CL:0000682"
<http://purl.obolibrary.org/obo/ZFA_0001510>	"TAO:0001510"
<http://purl.obolibrary.org/obo/ZFA_0009344>	"CL:0000817"
<http://purl.obolibrary.org/obo/ZFA_0009344>	"TAO:0009344"
<http://purl.obolibrary.org/obo/ZFA_0005173>	"TAO:0005173"
<http://purl.obolibrary.org/obo/ZFA_0001620>	"TAO:0002238"
<http://purl.obolibrary.org/obo/ZFA_0007059>	"TAO:0007059"
<http://purl.obolibrary.org/obo/ZFA_0009141>	"CL:0000235"
<http://purl.obolibrary.org/obo/ZFA_0009141>	"TAO:0009141"
<http://purl.obolibrary.org/obo/ZFA_0001377>	"TAO:0001377"
<http://purl.obolibrary.org/obo/ZFA_0000840>	"TAO:0000840"
<http://purl.obolibrary.org/obo/ZFA_0005283>	"TAO:0005283"
<http://purl.obolibrary.org/obo/ZFA_0001518>	"TAO:0001518"
<http://purl.obolibrary.org/obo/ZFA_0001722>	"TAO:0002234"
<http://purl.obolibrary.org/obo/ZFA_0005026>	"TAO:0005026"
<http://purl.obolibrary.org/obo/ZFA_0009251>	"CL:0000557"
<http://purl.obolibrary.org/obo/ZFA_0009251>	"TAO:0009251"
<http://purl.obolibrary.org/obo/ZFA_0005552>	"TAO:0001765"
<http://purl.obolibrary.org/obo/ZFA_0001174>	"TAO:0001174"
<http://purl.obolibrary.org/obo/ZFA_0000512>	"TAO:0000512"
<http://purl.obolibrary.org/obo/ZFA_0001628>	"TAO:0001637"
<http://purl.obolibrary.org/obo/ZFA_0005131>	"TAO:0005131"
<http://purl.obolibrary.org/obo/ZFA_0001459>	"TAO:0001459"
<http://purl.obolibrary.org/obo/ZFA_0000014>	"TAO:0000014"
<http://purl.obolibrary.org/obo/ZFA_0000848>	"TAO:0000848"
<http://purl.obolibrary.org/obo/ZFS_0000019>	"ZFIN:ZDB-TERM-100331-2449"
<http://purl.obolibrary.org/obo/ZFS_0000019>	"ZFIN:ZDB-STAGE-010723-2"
<http://purl.obolibrary.org/obo/ZFA_0005944>	"CL:0008034"
<http://purl.obolibrary.org/obo/ZFA_0000926>	"TAO:0000926"
<http://purl.obolibrary.org/obo/ZFA_0000775>	"TAO:0000775"
<http://purl.obolibrary.org/obo/ZFA_0005394>	"TAO:0001619"
<http://purl.obolibrary.org/obo/ZFA_0001330>	"TAO:0001330"
<http://purl.obolibrary.org/obo/ZFA_0000789>	"TAO:0000789"
<http://purl.obolibrary.org/obo/ZFA_0009154>	"TAO:0009154"
<http://purl.obolibrary.org/obo/ZFA_0009154>	"CL:0000287"
<http://purl.obolibrary.org/obo/ZFA_0001077>	"TAO:0001077"
<http://purl.obolibrary.org/obo/ZFA_0001432>	"TAO:0001432"
<http://purl.obolibrary.org/obo/ZFA_0001613>	"TAO:0001597"
<http://purl.obolibrary.org/obo/ZFA_0001613>	"TAO:0000625"
<http://purl.obolibrary.org/obo/ZFA_0001002>	"TAO:0001002"
<http://purl.obolibrary.org/obo/ZFA_0009017>	"TAO:0009017"
<http://purl.obolibrary.org/obo/ZFA_0009017>	"CL:0000040"
<http://purl.obolibrary.org/obo/ZFA_0000660>	"TAO:0000660"
<http://purl.obolibrary.org/obo/ZFA_0005318>	"TAO:0005318"
<http://purl.obolibrary.org/obo/ZFA_0001016>	"TAO:0001016"
<http://purl.obolibrary.org/obo/ZFA_0001187>	"TAO:0001187"
<http://purl.obolibrary.org/obo/ZFA_0001542>	"TAO:0001542"
<http://purl.obolibrary.org/obo/ZFA_0000505>	"TAO:0000505"
<http://purl.obolibrary.org/obo/ZFA_0001292>	"TAO:0001292"
<http://purl.obolibrary.org/obo/ZFA_0005413>	"TAO:0005413"
<http://purl.obolibrary.org/obo/ZFA_0001279>	"TAO:0001279"
<http://purl.obolibrary.org/obo/ZFA_0000360>	"TAO:0000360"
<http://purl.obolibrary.org/obo/ZFA_0000499>	"TAO:0000499"
<http://purl.obolibrary.org/obo/ZFA_0005012>	"TAO:0005012"
<http://purl.obolibrary.org/obo/ZFA_0000615>	"TAO:0000615"
<http://purl.obolibrary.org/obo/ZFA_0005061>	"TAO:0005061"
<http://purl.obolibrary.org/obo/ZFA_0009400>	"CL:0002252"
<http://purl.obolibrary.org/obo/ZFA_0009390>	"CL:1000500"
<http://purl.obolibrary.org/obo/ZFA_0001445>	"TAO:0001445"
<http://purl.obolibrary.org/obo/ZFA_0000000>	"TAO:0000000"
<http://purl.obolibrary.org/obo/ZFA_0000881>	"TAO:0000881"
<http://purl.obolibrary.org/obo/ZFA_0001714>	"TAO:0002235"
<http://purl.obolibrary.org/obo/ZFA_0009267>	"TAO:0009267"
<http://purl.obolibrary.org/obo/ZFA_0009267>	"CL:0000581"
<http://purl.obolibrary.org/obo/ZFA_0000110>	"TAO:0000110"
<http://purl.obolibrary.org/obo/ZFA_0009076>	"TAO:0009076"
<http://purl.obolibrary.org/obo/ZFA_0009076>	"CL:0000128"
<http://purl.obolibrary.org/obo/ZFA_0005380>	"TAO:0005380"
<http://purl.obolibrary.org/obo/ZFA_0005561>	"TAO:0002290"
<http://purl.obolibrary.org/obo/ZFA_0005609>	"TAO:0005264"
<http://purl.obolibrary.org/obo/ZFA_0000263>	"TAO:0000263"
<http://purl.obolibrary.org/obo/ZFA_0001362>	"TAO:0001362"
<http://purl.obolibrary.org/obo/ZFA_0005123>	"TAO:0005123"
<http://purl.obolibrary.org/obo/ZFA_0001105>	"TAO:0001105"
<http://purl.obolibrary.org/obo/ZFA_0005137>	"TAO:0005137"
